Attack Type,Action Taken,Severity Level,Protocol,Malware Indicators,Device Information,Localidad,Region
1,2,2,2,0,86,228,2
1,1,1,1,0,0,139,27
0,1,2,0,0,0,170,12
1,2,1,2,0,0,213,7
0,2,0,1,0,0,64,16
1,0,2,1,0,114,128,13
1,1,0,2,1,0,183,3
0,2,2,0,0,0,38,8
1,2,0,2,0,0,36,10
2,2,0,2,0,0,88,9
2,2,1,1,1,0,313,17
1,0,0,0,0,11,149,6
1,0,2,0,1,0,50,19
1,1,2,0,1,0,63,7
1,2,0,1,1,0,98,6
0,1,2,0,0,0,151,24
0,0,0,2,1,30,267,17
1,0,1,0,1,107,232,8
1,0,0,0,1,145,234,3
2,1,0,0,1,20,239,0
1,1,1,1,1,0,245,22
2,2,0,2,1,0,240,4
2,0,2,0,0,0,246,13
0,2,1,1,0,0,264,27
1,2,2,1,1,0,76,24
1,2,1,0,1,0,41,7
1,0,0,0,1,0,113,1
0,2,0,0,0,0,115,22
2,0,0,0,0,0,312,8
2,2,2,0,1,0,190,14
2,2,2,0,1,152,159,26
0,2,2,0,0,49,216,10
2,0,1,2,1,154,74,20
1,0,2,2,1,0,183,22
0,1,1,0,1,115,232,0
0,0,0,1,1,0,81,19
1,2,1,2,1,0,134,24
1,2,2,2,1,0,269,16
0,0,1,2,0,140,187,27
0,0,0,2,0,56,309,6
2,1,0,1,1,6,44,7
0,1,0,2,1,178,41,11
2,0,0,0,1,142,59,17
2,2,0,0,1,0,101,24
0,2,1,2,1,0,149,3
0,0,0,2,1,0,114,26
0,0,2,0,1,0,10,11
1,2,2,0,1,0,223,23
2,1,0,0,0,123,233,9
1,1,0,0,0,102,314,21
1,1,2,0,1,0,140,26
0,2,2,0,1,0,276,8
1,2,2,2,1,0,308,2
2,2,2,0,0,0,53,8
0,2,1,2,1,98,307,21
0,1,0,1,1,0,236,11
0,1,0,1,1,0,132,22
2,0,0,1,0,0,121,22
0,1,0,0,1,0,280,16
1,2,0,0,1,0,69,7
0,0,1,0,0,121,223,7
1,2,2,2,1,0,146,19
2,1,1,1,0,0,19,5
1,2,2,0,0,0,307,26
2,1,0,2,0,0,53,24
0,1,0,2,1,0,305,26
0,0,2,2,0,0,285,23
2,1,1,0,1,0,245,6
2,1,0,1,1,0,283,13
0,2,0,0,1,0,226,4
1,0,2,1,1,0,2,1
2,1,0,2,0,130,129,14
1,2,1,0,0,0,261,8
2,2,1,1,0,0,224,11
0,0,2,1,0,0,142,9
2,1,1,0,0,0,189,15
2,2,0,1,1,0,308,25
0,0,2,2,1,0,82,9
0,0,2,2,0,0,96,16
0,1,0,0,1,60,71,25
0,0,2,0,1,0,231,17
1,0,1,2,0,0,166,12
2,2,0,1,1,0,262,10
1,0,2,2,1,0,63,26
2,2,2,0,1,170,280,3
0,2,2,0,0,0,189,1
0,2,2,1,1,0,314,7
2,2,1,2,0,0,78,10
1,2,1,2,0,0,220,16
2,0,2,1,0,0,142,26
0,0,2,2,0,0,188,10
2,1,2,1,0,62,129,20
1,0,1,1,0,0,29,23
0,2,1,2,1,0,198,14
0,2,2,1,1,6,184,9
1,1,0,2,1,0,64,8
2,0,0,2,1,110,305,23
1,2,1,1,0,0,70,1
0,0,1,2,0,0,266,14
2,2,2,1,0,0,24,0
1,2,1,1,0,0,188,2
1,2,2,1,0,23,4,13
0,0,2,0,0,69,51,1
0,1,0,0,1,0,298,27
1,2,1,0,1,111,146,6
0,2,1,2,1,106,70,21
0,1,0,0,0,0,93,2
1,2,1,0,0,0,8,1
1,2,2,1,0,0,26,19
1,1,2,0,1,0,78,23
2,0,1,1,1,0,217,20
2,2,1,1,0,0,92,7
0,2,1,1,1,77,229,17
1,0,2,1,1,0,10,12
2,2,0,0,0,0,226,22
2,0,1,1,1,69,194,11
1,0,1,1,0,0,249,27
1,0,0,1,0,0,196,16
1,2,2,0,1,0,231,22
2,2,2,1,1,0,123,1
0,1,2,2,1,0,161,3
0,0,1,2,0,0,239,24
1,2,1,2,0,0,44,7
0,1,2,1,1,0,205,20
0,0,2,1,1,0,73,22
1,0,1,2,1,0,199,5
0,2,0,0,0,0,312,27
2,2,1,2,1,0,224,22
2,1,0,2,1,8,230,23
0,2,0,1,1,0,250,14
2,0,1,0,0,0,83,4
0,0,1,1,0,0,290,18
0,2,1,2,1,0,79,19
0,0,0,2,0,0,216,22
2,2,1,2,1,0,54,16
2,1,1,1,0,0,265,7
1,0,0,1,1,0,108,26
0,2,2,2,0,0,39,15
1,0,1,2,1,0,89,19
2,0,1,0,1,0,171,3
1,1,2,2,1,0,305,20
0,0,0,0,1,142,1,8
2,2,1,1,1,27,94,1
2,2,2,0,0,43,295,5
2,2,1,1,0,0,109,2
2,1,1,2,0,0,39,23
1,2,1,2,0,0,94,7
1,2,2,0,1,82,170,16
2,1,1,0,0,0,104,22
2,1,2,2,0,16,87,24
0,1,1,2,1,0,97,9
2,1,0,1,0,121,97,1
0,1,2,0,0,119,264,26
1,2,1,0,0,0,232,23
1,0,2,1,1,0,7,17
1,1,2,1,1,0,256,11
0,2,1,1,1,126,149,25
0,1,0,1,0,0,29,24
2,1,1,0,0,77,26,17
2,0,0,0,1,0,102,4
0,0,1,1,1,0,270,8
1,2,2,1,1,0,180,9
1,0,1,1,0,0,182,22
0,1,2,2,0,0,18,6
2,2,1,1,0,33,234,25
0,2,0,1,0,0,2,25
0,1,1,2,1,0,64,20
1,0,1,2,0,130,88,1
1,0,1,0,1,83,0,2
2,2,1,0,0,0,174,15
0,1,1,1,0,0,199,27
1,2,1,1,1,0,78,11
1,2,1,0,0,0,312,13
1,0,2,0,0,0,0,13
1,2,2,2,0,0,209,27
2,0,0,1,1,0,78,0
0,2,2,1,0,0,8,10
1,2,0,2,0,0,165,14
0,2,2,1,1,0,301,24
2,0,2,1,1,0,137,9
0,2,2,1,0,0,213,0
0,1,0,2,1,0,247,3
2,2,2,1,1,0,23,4
0,0,2,1,1,0,136,26
0,1,2,0,0,0,10,22
1,2,2,1,0,0,247,6
0,2,0,2,1,0,299,0
0,1,0,0,0,90,70,1
0,1,1,2,0,0,77,0
0,2,2,2,1,0,58,14
1,2,1,0,0,0,315,10
1,1,0,0,1,0,15,8
1,0,0,1,0,0,246,3
1,0,1,0,1,164,63,4
0,2,2,1,0,0,252,26
2,1,1,1,0,0,59,19
2,0,2,0,1,0,277,9
2,1,0,1,0,0,61,13
2,2,2,1,0,0,133,15
1,2,1,1,0,0,304,1
1,2,2,0,0,0,269,23
1,2,2,1,1,87,29,24
2,0,1,2,1,0,220,20
1,1,0,1,0,0,280,20
2,1,1,2,0,0,281,16
1,2,1,0,0,0,169,11
0,2,2,2,0,0,170,19
1,0,1,1,1,0,100,15
0,1,2,1,1,0,182,26
0,2,2,0,0,0,219,18
0,0,0,2,1,0,163,6
1,2,0,1,1,0,137,5
1,0,1,0,0,0,99,12
0,0,0,2,1,0,4,25
2,1,2,2,1,0,141,1
2,1,1,0,0,0,264,13
2,2,1,1,0,0,147,22
1,2,2,1,0,0,284,20
2,1,2,2,0,0,158,8
2,1,0,2,1,96,270,4
0,1,0,0,0,0,100,12
2,1,1,2,1,0,207,9
1,0,0,1,0,164,252,14
0,2,0,1,1,0,153,4
1,0,0,0,0,0,43,5
1,1,0,2,1,0,234,19
2,2,2,2,1,0,292,23
1,2,2,2,0,0,62,1
0,2,2,2,1,0,82,27
1,0,1,1,1,0,235,6
1,1,2,0,0,0,194,23
0,1,0,0,0,0,88,14
0,0,0,2,0,0,161,18
0,0,1,2,0,129,30,6
1,1,0,1,1,0,135,5
0,1,1,1,0,0,160,25
0,1,0,0,0,135,83,18
1,0,0,0,1,0,244,6
2,1,0,1,0,0,69,15
1,0,1,0,1,0,102,10
0,1,0,2,0,0,67,9
2,1,1,2,0,0,116,4
0,0,2,2,1,0,33,12
2,2,1,2,0,164,248,15
1,1,2,0,1,0,263,26
1,0,1,1,0,0,12,19
1,1,0,1,0,0,98,13
1,1,0,0,0,0,60,7
1,0,2,1,1,76,109,20
1,1,2,2,0,0,194,16
1,2,0,2,0,123,236,23
0,2,2,1,0,0,35,19
0,0,2,0,0,115,71,15
0,0,2,1,1,0,23,18
2,2,0,0,1,0,24,2
1,1,2,1,0,0,154,17
1,2,1,2,1,0,70,3
1,1,2,1,0,0,164,13
1,0,2,1,0,0,7,18
1,1,1,0,0,114,109,25
1,0,2,1,1,112,56,2
0,1,1,1,1,0,198,20
0,0,0,2,0,0,128,22
1,0,0,2,0,0,88,10
1,1,1,0,1,0,253,14
1,1,0,2,1,0,232,12
2,1,0,1,1,0,30,24
0,1,0,2,1,0,257,16
0,1,2,2,0,0,128,6
0,1,2,0,1,0,116,15
2,1,1,2,1,7,24,24
0,0,0,0,0,0,169,9
2,1,0,1,1,0,233,4
2,1,2,1,0,0,304,14
1,0,0,1,1,0,159,4
1,1,0,1,0,0,249,10
2,0,2,2,0,0,210,20
2,0,2,0,1,0,215,20
2,0,1,2,0,0,103,7
0,0,2,0,0,0,220,5
2,1,0,0,1,0,247,22
1,0,1,0,0,0,242,23
1,0,2,2,0,0,14,17
0,2,1,2,1,0,298,4
0,1,1,0,0,118,288,10
1,2,0,1,1,0,253,21
0,0,1,1,0,63,74,8
0,2,0,0,1,0,114,16
0,2,0,2,1,0,197,22
0,2,0,0,1,0,149,13
0,0,2,0,0,0,306,12
1,0,2,0,1,25,275,2
2,1,1,1,0,0,246,27
0,1,1,1,1,179,27,15
0,2,2,1,1,0,134,15
2,0,2,2,0,0,235,21
1,1,0,1,1,0,76,16
2,0,0,2,1,0,232,4
1,1,2,0,1,164,213,21
2,0,1,1,0,77,73,27
1,2,0,2,1,0,29,8
2,2,2,2,0,0,6,22
2,1,0,0,0,0,313,17
2,2,0,0,0,0,110,25
1,1,0,2,0,0,135,2
1,1,0,1,1,0,59,15
2,1,0,2,1,0,40,11
0,2,1,1,1,0,92,26
1,0,0,0,1,0,112,23
0,2,0,0,1,118,287,11
0,0,1,1,1,0,297,22
0,0,2,1,0,0,262,16
0,2,0,0,0,0,18,26
2,1,1,2,0,0,208,21
1,2,0,2,1,57,265,12
1,0,2,1,1,0,281,26
0,1,1,1,0,0,56,9
0,2,2,0,0,64,286,8
0,0,0,0,0,167,106,17
1,1,1,1,0,0,72,1
0,1,2,2,1,0,16,3
2,1,1,1,0,0,152,22
1,0,0,2,1,0,216,24
0,2,1,2,1,0,97,13
0,1,1,2,1,0,82,27
2,1,2,0,1,0,245,17
1,0,0,2,0,0,115,18
0,1,0,0,0,0,83,10
1,2,2,0,1,0,46,4
0,0,0,1,1,0,134,22
2,1,1,0,0,0,75,20
0,2,1,1,1,52,262,6
0,0,2,0,1,0,194,1
1,1,0,2,1,165,19,27
1,0,1,1,0,0,124,27
0,1,0,1,1,0,198,20
1,1,0,2,0,0,140,7
1,1,2,1,1,0,152,5
0,0,1,1,0,8,311,17
0,0,0,2,1,152,2,8
2,2,1,1,1,0,14,20
2,0,2,1,1,0,201,11
1,2,1,1,0,128,217,20
1,0,2,2,0,0,166,1
2,0,2,0,0,0,257,6
1,1,2,0,0,0,74,11
0,1,0,1,0,67,195,22
0,0,1,0,1,0,207,4
2,0,0,2,1,0,14,26
2,1,2,1,0,0,175,24
2,2,1,1,0,0,128,8
2,1,0,1,1,0,247,25
2,1,2,1,0,0,24,1
1,2,1,1,1,0,35,25
2,2,1,2,1,0,107,6
0,2,1,1,1,0,208,9
2,0,2,0,1,27,39,2
2,1,0,0,1,0,148,18
1,0,0,0,0,0,31,22
0,0,0,1,0,0,184,16
0,1,0,1,1,0,202,11
1,0,1,2,0,0,180,10
1,2,1,1,0,0,225,9
0,0,0,2,0,0,153,10
2,0,0,0,0,0,306,16
2,1,1,1,0,0,65,14
0,2,2,0,1,0,269,3
0,1,1,1,1,0,70,20
0,2,1,2,1,0,164,14
0,0,0,2,1,0,298,24
2,2,0,1,0,0,268,21
0,1,2,1,0,0,264,19
1,0,0,1,1,45,66,23
1,2,2,0,0,0,261,27
1,1,1,2,1,141,57,17
0,1,2,1,1,0,44,4
2,2,2,0,0,0,219,16
1,2,1,1,1,0,196,14
2,2,2,1,0,0,63,21
2,1,2,2,1,0,301,10
1,0,0,1,0,0,31,21
1,1,2,2,0,0,64,14
2,0,0,1,1,0,224,27
0,2,0,1,1,0,222,20
2,1,0,0,1,132,227,19
2,1,1,1,1,0,301,5
1,0,1,2,0,0,254,5
1,0,1,0,1,11,223,25
2,0,1,2,1,1,19,1
2,0,1,0,1,0,55,5
1,0,2,0,0,0,26,11
0,2,1,1,1,0,140,13
0,2,2,0,0,0,30,8
2,1,2,2,1,0,121,20
2,0,2,2,0,5,55,23
1,2,2,2,0,0,311,26
0,0,0,1,0,0,131,5
2,1,2,1,1,156,65,8
0,1,2,1,1,0,275,4
0,0,0,0,0,0,107,4
2,2,1,1,0,107,41,23
1,0,2,0,1,52,40,23
2,0,0,1,1,0,148,4
2,0,0,2,0,17,260,8
0,1,0,0,0,0,158,18
2,2,1,2,1,0,164,21
2,2,2,1,1,0,98,3
1,1,2,2,0,0,19,27
0,2,0,2,0,0,173,25
2,2,0,1,0,0,198,26
1,0,2,1,1,0,83,15
1,0,2,2,1,0,87,6
1,1,2,2,0,0,39,22
1,0,2,0,0,0,141,10
2,0,0,0,0,0,195,1
0,1,0,2,0,0,62,26
0,2,0,2,1,0,265,13
0,1,2,2,0,0,50,24
2,2,1,2,0,0,243,20
1,1,1,0,1,46,305,13
2,2,1,1,0,0,41,4
0,0,1,1,1,0,243,5
1,2,2,2,0,0,278,3
2,1,2,0,1,81,116,22
2,1,1,0,1,0,201,3
1,1,1,1,1,0,264,8
0,2,0,2,1,0,251,4
1,1,1,1,0,0,194,14
0,2,0,0,0,0,51,8
0,2,1,1,0,0,279,12
1,0,0,0,1,0,98,27
2,0,1,2,1,0,93,24
0,1,2,0,1,0,254,14
2,0,2,1,0,0,124,3
1,1,2,2,1,0,293,19
2,0,0,1,0,0,134,21
2,0,1,2,0,0,100,25
0,1,1,0,1,89,100,27
0,0,0,2,1,152,74,19
1,2,0,1,0,54,300,21
0,0,0,1,0,19,12,24
1,2,2,1,0,0,278,3
2,0,0,1,1,0,200,20
0,0,0,0,1,0,201,13
2,1,2,1,1,0,121,15
1,0,0,1,0,56,210,11
1,1,1,2,0,100,302,2
2,1,2,1,1,0,69,14
2,2,2,1,0,135,271,18
0,2,0,0,0,158,86,16
0,0,1,0,1,172,251,6
0,2,2,0,1,0,274,8
0,2,0,1,1,0,294,7
2,1,2,2,1,16,56,7
2,2,1,2,1,0,130,27
1,0,2,2,1,0,212,12
0,2,1,2,0,0,94,6
1,1,0,1,1,0,19,5
2,2,1,0,0,0,211,15
0,0,1,1,1,0,206,26
1,1,0,0,1,137,302,25
2,2,2,2,0,0,213,10
1,0,0,1,1,0,278,1
0,2,1,2,0,0,281,20
1,0,0,0,0,157,46,25
2,2,2,0,1,136,151,19
2,0,2,0,1,155,90,21
2,0,2,1,0,139,156,20
1,0,2,2,0,0,186,26
1,1,2,2,1,0,215,16
2,0,1,2,1,0,186,24
1,0,2,0,0,62,151,20
1,0,1,0,1,0,90,13
1,1,1,0,1,0,231,16
1,1,0,1,0,0,261,9
0,1,0,1,1,0,160,7
2,1,0,1,0,0,130,25
0,2,0,1,1,0,188,13
1,0,1,1,0,0,214,21
2,2,1,2,0,0,164,23
2,2,1,1,0,0,263,5
1,1,1,2,1,0,33,14
0,2,2,2,0,0,237,19
2,1,2,2,0,0,209,10
1,1,0,2,0,0,309,24
0,1,1,0,1,0,272,0
2,1,0,2,0,0,168,7
1,2,0,2,0,0,192,20
2,2,1,0,1,100,289,13
1,2,0,0,0,0,75,10
1,0,0,0,1,39,100,24
0,0,0,0,0,56,99,2
1,1,2,1,1,56,63,23
1,2,1,0,1,0,102,11
2,0,1,2,1,0,291,11
2,2,2,0,0,0,8,7
2,0,1,0,1,0,158,5
1,1,2,1,1,0,88,18
0,2,0,0,1,62,286,19
2,1,0,0,1,149,43,12
2,0,1,0,1,44,113,2
0,2,0,0,0,0,263,9
2,0,0,2,0,165,313,19
1,1,0,2,1,0,302,22
2,1,0,1,0,0,61,9
2,2,1,0,1,0,270,15
0,1,0,1,1,0,15,6
0,0,1,2,1,0,230,0
0,2,1,0,1,0,309,19
2,2,1,1,1,162,85,19
0,0,1,1,1,0,298,1
0,1,1,2,0,0,261,11
2,2,0,2,0,4,241,26
2,1,0,0,1,0,89,17
0,0,1,0,1,0,223,15
1,0,0,2,0,0,93,10
2,2,2,0,1,0,61,8
0,2,1,2,0,0,69,18
2,1,0,1,1,0,212,0
2,2,1,1,0,86,253,15
2,0,0,2,0,0,280,10
0,1,1,2,0,0,283,0
2,2,1,2,0,0,123,2
2,0,1,0,1,0,77,17
1,0,2,2,1,0,112,11
2,0,1,1,1,0,83,25
0,0,2,1,1,0,4,22
2,1,0,1,0,0,214,1
0,1,0,2,0,111,211,6
0,1,0,0,0,0,197,9
0,0,2,1,0,0,289,11
2,2,1,1,1,0,95,12
1,1,0,1,0,0,188,18
1,1,0,2,0,0,55,2
1,0,0,0,0,0,206,13
0,1,0,0,1,0,134,14
0,0,1,0,1,0,136,16
2,2,2,1,0,0,130,11
1,0,0,1,0,41,252,26
2,1,0,2,0,0,236,3
0,2,1,1,1,0,101,3
2,0,0,2,0,44,20,10
0,0,1,1,1,0,124,13
2,1,2,0,1,0,99,21
1,2,2,2,0,0,100,9
0,0,2,2,0,0,82,1
1,0,1,0,1,128,71,11
2,2,0,0,1,0,44,12
0,2,2,0,1,0,247,21
1,2,0,1,1,0,178,26
0,1,1,2,1,135,147,13
0,1,0,0,1,0,151,26
1,0,0,2,0,0,86,12
0,1,2,1,0,0,121,22
2,2,1,0,1,0,106,10
1,0,0,1,1,0,78,24
0,0,1,1,1,0,124,2
1,1,1,1,0,0,293,12
2,1,1,2,0,0,183,23
0,1,2,2,0,0,203,10
2,2,0,0,1,0,74,6
2,1,2,1,1,0,166,26
1,1,2,2,0,0,131,0
1,0,2,2,0,149,227,21
0,2,0,1,0,0,6,4
0,2,2,1,1,0,265,8
1,2,2,2,0,0,129,22
2,0,1,0,1,0,24,27
0,2,2,0,0,0,259,21
1,1,1,2,1,0,24,11
1,0,1,1,0,0,202,25
1,0,2,1,1,0,254,25
2,1,1,1,0,0,290,6
1,1,2,1,1,0,107,4
0,1,0,1,1,0,4,27
1,2,2,1,1,0,74,6
0,2,2,2,1,0,140,26
0,1,1,1,0,41,296,24
2,2,0,1,1,86,8,16
2,1,0,1,1,0,286,16
1,1,2,1,0,0,315,21
0,2,1,0,0,0,172,8
2,1,0,1,0,0,36,27
1,1,2,1,1,0,269,13
0,1,2,2,1,0,114,1
0,2,2,1,1,0,153,7
0,2,2,1,0,0,258,18
2,2,1,2,1,0,288,5
0,2,2,2,1,86,191,10
1,2,1,0,0,45,288,12
0,1,1,1,1,0,12,14
2,0,2,1,0,0,48,13
2,1,0,2,0,0,22,0
0,0,2,0,1,0,202,5
0,1,1,2,1,0,313,10
0,0,1,1,1,0,27,25
0,2,2,0,0,0,199,2
0,2,1,2,0,0,185,2
2,2,2,0,1,0,84,23
1,1,2,2,1,0,67,2
2,2,0,2,1,0,294,19
1,1,1,2,0,0,173,14
1,1,0,1,1,0,150,9
1,0,1,0,1,0,91,2
2,1,1,0,0,0,89,10
2,2,0,1,0,72,20,10
1,1,1,2,0,130,37,20
1,1,1,2,1,0,216,11
2,2,1,1,1,0,170,8
0,1,2,0,0,0,299,25
1,1,2,1,0,0,131,4
2,0,0,0,1,0,296,27
2,1,2,1,0,174,54,27
1,0,2,2,0,0,133,14
2,0,2,0,1,0,168,3
2,2,2,2,0,0,312,10
0,0,1,1,0,144,299,27
2,0,2,0,0,0,48,3
0,0,0,2,1,0,272,25
2,0,0,0,1,0,77,11
1,1,0,1,1,0,233,4
1,2,2,2,1,0,10,4
0,1,0,1,0,0,50,17
0,2,1,2,1,0,40,20
1,2,1,1,0,0,299,25
1,0,0,0,0,0,57,23
2,2,2,0,1,0,20,26
1,1,0,2,0,0,309,22
0,0,0,0,1,0,224,27
0,2,2,1,0,76,158,5
2,0,1,1,1,148,152,0
0,1,2,2,1,0,311,1
2,1,0,0,0,0,39,2
0,1,0,2,1,0,105,6
0,0,1,1,1,0,127,21
1,2,0,2,0,0,49,12
0,2,1,1,0,0,128,9
1,1,0,2,1,0,20,20
0,0,1,1,1,0,158,1
2,0,0,2,1,137,64,3
0,0,0,1,0,0,22,0
2,2,1,0,1,0,210,6
1,2,0,0,1,0,239,16
2,1,2,0,0,0,113,2
1,2,0,0,0,93,61,6
0,2,1,2,1,0,55,26
2,1,1,1,1,0,40,26
0,2,1,2,1,0,202,17
1,2,1,1,1,0,279,3
1,2,1,0,0,0,212,17
1,2,2,1,1,0,252,5
1,2,2,0,1,0,83,25
0,2,1,1,0,10,313,6
0,1,2,1,1,0,142,18
0,1,1,1,0,0,135,7
0,1,0,0,0,0,36,0
1,0,2,1,0,0,208,0
1,0,2,0,1,0,306,8
2,1,1,0,1,0,173,16
2,0,2,1,1,0,175,5
2,1,2,2,1,0,201,16
0,2,0,0,0,0,64,25
2,1,0,0,1,9,282,18
2,0,1,1,1,0,121,23
1,2,0,1,1,0,14,17
0,0,0,2,0,0,94,26
1,1,0,0,1,0,173,23
2,1,1,0,0,0,215,3
1,1,2,0,1,0,280,20
2,0,0,1,1,0,235,22
2,2,1,2,0,0,258,5
1,2,1,2,1,0,13,21
2,0,1,1,1,85,240,23
0,1,1,0,0,143,173,24
1,2,1,0,1,0,280,23
1,1,1,1,1,0,31,27
0,1,1,1,1,0,260,2
0,1,1,2,0,0,273,17
0,0,2,2,0,112,210,11
2,2,1,2,1,0,40,11
1,2,1,1,0,20,252,14
0,2,0,2,0,0,218,23
1,0,1,1,1,0,102,4
2,2,2,2,0,0,23,10
1,2,2,0,1,0,28,18
0,1,1,2,1,0,71,7
0,1,1,1,1,42,230,18
2,0,1,0,0,0,260,23
2,2,0,2,1,0,267,12
0,2,2,2,0,0,22,2
2,0,2,2,0,16,229,10
2,0,2,0,0,0,114,25
2,0,0,2,1,0,63,14
1,0,2,2,1,143,103,6
2,1,0,0,1,0,174,26
2,2,2,2,0,0,47,13
2,2,1,2,1,0,112,20
2,0,2,2,1,0,227,27
0,1,1,1,1,117,130,15
0,0,0,0,0,0,289,1
0,2,0,1,0,0,280,15
0,2,1,2,1,0,108,12
2,0,1,1,1,0,207,27
2,0,1,2,0,0,32,21
0,0,1,1,0,16,121,3
1,2,2,0,1,0,31,12
1,2,1,1,1,47,54,19
2,1,0,1,1,0,80,14
2,1,1,1,0,117,143,14
2,2,1,0,1,138,174,4
0,1,2,1,1,0,157,18
1,1,0,1,1,0,92,18
2,2,1,2,0,0,229,12
1,0,1,2,1,53,108,6
2,1,1,1,1,0,129,13
2,1,1,0,1,0,110,11
1,0,0,0,1,73,239,27
0,2,2,1,0,0,107,1
2,1,0,2,1,0,303,14
2,0,1,1,0,0,50,5
1,2,2,2,0,118,70,1
2,0,1,2,0,0,19,1
0,1,1,2,0,0,121,18
1,2,1,2,1,0,96,2
0,0,1,1,1,0,132,15
2,0,1,1,0,0,162,1
1,0,1,1,1,0,56,25
1,1,1,2,0,0,210,23
0,2,1,1,1,0,298,27
0,2,2,1,0,154,228,11
0,1,0,1,0,0,10,18
1,0,1,1,1,0,148,6
2,0,0,0,0,0,288,20
1,1,2,2,1,0,116,16
2,0,0,1,1,0,17,4
0,0,2,2,0,0,138,25
1,2,2,1,1,0,275,14
1,0,2,2,1,0,81,16
0,1,0,2,1,0,258,1
1,2,1,2,1,0,171,16
0,1,1,0,1,0,165,18
0,0,2,2,0,0,16,23
0,2,1,1,1,0,60,0
1,0,2,0,0,92,189,13
1,1,2,2,1,0,116,10
0,0,1,2,0,0,237,7
2,0,1,0,1,174,138,23
1,1,1,1,1,0,308,6
0,0,2,0,1,0,8,11
2,1,0,2,1,34,283,1
2,2,2,2,1,0,187,8
0,1,2,0,0,0,107,26
0,2,1,2,0,0,135,9
0,1,0,0,0,0,19,15
0,0,1,1,0,0,185,25
1,0,2,2,1,0,148,6
0,0,2,2,0,0,156,0
0,1,2,0,1,0,162,2
0,1,0,0,1,26,250,10
2,1,2,2,1,0,154,12
1,0,1,0,1,58,26,15
0,1,2,1,1,96,178,5
1,0,0,0,1,0,271,2
0,1,1,0,1,0,204,5
1,1,1,1,0,138,190,8
1,2,0,1,1,0,59,6
2,1,1,2,0,0,16,20
0,1,1,2,1,0,272,9
1,1,1,1,1,0,115,5
2,2,1,2,0,0,311,13
1,2,1,1,1,0,25,26
0,1,0,0,1,0,143,27
0,2,0,2,0,0,122,2
0,1,2,1,1,0,248,2
2,0,2,2,0,136,183,21
2,2,2,2,0,0,246,23
0,0,2,0,0,0,206,14
2,1,2,2,1,0,126,19
2,2,1,1,1,141,244,3
1,0,0,1,1,70,52,10
2,2,2,0,0,0,237,11
2,2,1,0,0,0,81,8
2,2,0,2,0,0,41,11
0,1,1,1,1,0,279,22
0,1,0,1,1,91,311,27
1,2,0,1,0,0,248,27
1,0,2,0,0,0,27,25
1,0,1,0,0,0,14,20
0,0,2,2,0,0,315,5
1,0,0,2,1,0,182,3
1,1,0,1,0,0,100,2
2,0,0,1,0,150,7,24
1,0,2,0,0,125,314,12
1,0,1,0,1,0,9,25
0,1,2,2,1,0,300,24
1,2,1,2,0,0,182,17
1,1,0,0,1,0,156,3
1,1,2,1,0,0,220,5
2,2,0,0,1,0,288,7
2,2,1,2,0,0,174,27
0,1,0,1,0,0,63,26
0,2,1,0,1,0,28,17
1,0,0,0,0,0,240,2
1,2,2,1,0,0,68,21
0,2,0,0,1,58,172,15
2,2,0,2,0,120,284,21
0,2,1,1,1,0,299,18
1,0,1,0,1,0,104,20
1,0,2,2,1,0,185,14
2,1,1,2,0,0,218,27
1,0,2,0,0,0,185,13
0,0,2,1,1,0,313,10
1,2,1,1,0,117,131,10
0,1,1,0,0,0,288,27
1,2,2,2,0,0,38,6
2,2,0,1,0,0,214,25
1,0,1,0,0,0,276,2
0,2,2,2,1,0,202,18
2,1,0,1,0,0,220,1
1,1,0,0,1,0,72,3
1,2,2,0,1,0,312,1
0,0,1,2,1,0,131,11
1,0,1,0,0,170,174,24
2,1,2,0,0,0,248,15
1,0,1,1,1,110,120,27
0,1,0,0,0,0,310,9
1,1,0,2,1,0,3,9
1,1,1,1,0,0,271,6
1,0,1,1,0,91,60,9
2,1,1,1,0,0,265,10
2,1,2,1,0,0,269,27
0,1,2,1,1,22,102,7
0,2,2,0,1,0,111,4
0,0,0,0,1,0,150,3
1,0,0,2,1,133,192,1
0,1,0,0,1,0,8,13
2,2,0,0,0,0,22,23
0,1,1,1,1,139,266,25
2,0,2,1,1,0,232,25
2,1,2,0,0,0,183,25
1,1,1,1,0,0,314,7
0,1,0,0,1,0,108,7
1,0,2,0,0,0,286,24
2,0,2,0,0,0,32,3
2,0,2,1,1,0,17,0
0,0,2,1,0,0,246,7
0,2,1,1,0,0,0,24
1,2,1,0,1,0,90,2
1,0,0,0,0,174,161,14
2,2,1,1,0,70,84,8
1,2,0,1,1,0,220,21
2,0,1,1,0,0,93,22
0,2,0,2,0,0,90,14
0,0,0,0,0,0,108,5
0,2,2,2,1,0,272,23
1,0,1,0,1,128,102,3
2,1,2,0,1,0,212,20
1,2,1,0,1,0,34,23
2,1,2,2,1,0,165,15
0,1,1,1,0,152,180,1
0,2,0,2,0,0,84,3
2,2,2,1,0,0,288,25
0,0,2,2,1,0,206,13
2,0,1,0,0,0,200,19
1,2,1,2,0,0,20,4
0,0,0,0,0,0,183,23
2,1,0,0,1,176,140,12
0,2,2,0,0,0,275,13
0,2,2,0,0,102,211,23
2,0,2,1,0,0,100,19
2,2,0,0,0,0,136,21
0,2,0,0,0,50,17,15
